text_id	text_title	book_id	book_title	year
LEXI000000004522	Bernardus van Clairvaux	TDRA000000000396	'S-GRAVENHAGE, MM : 10 F 14	1490
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000004732	DARMSTADT, HLHB : 189	1500
LEXI000000004478	Meditationum liber unus	TDRA000000005658	BRUGGE, SB : 319	1557
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004775	DARMSTADT, HLHB : 1844	0
LEXI000000021653	Ave mundi spes Maria, berijmd	TDRA000000009374	BRUSSEL, KB : IV 1239	1475
LEXI000000004522	Bernardus van Clairvaux	TDRA000000001325	LEIDEN, UB : LTK 293	1450
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003363	'S-GRAVENHAGE, KB : 133 F 7	1450
LEXI000000004522	Bernardus van Clairvaux	TDRA000000002436	WENEN, ONB : Series Nova 12869	1450
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000002546	WARSCHAU, BN : I 3779	1440
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000002546	WARSCHAU, BN : I 3779	1440
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000005583	HAMBURG, SUB : Theol. 2058	1487
LEXI000000004448	Augustinus	TDRA000000007280	RIJSEL, BM : Olim 62	1450
LEXI000000004522	Bernardus van Clairvaux	TDRA000000000566	ROTTERDAM, GB : 96 E 12	1515
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003829	BRUSSEL, KB : 11231-36	1525
LEXI000000004448	Augustinus	TDRA000000007459	OXFORD, BL : Dutch f 1	0
LEXI000000004522	Bernardus van Clairvaux	TDRA000000011080	JASPERS (Aerdenhout) : z.s.	1440
LEXI000000004323	Hi is wijs die gode mynt	TDRA000000000347	NIJMEGEN, UB : 280	1475
LEXI000000004862	Gebed op naam van Bernardinus van Siena	TDRA000000004711	DARMSTADT, HLHB : 1918	1458
LEXI000000005214	Hugo van Sint-Victor	TDRA000000003369	'S-GRAVENHAGE, KB : 133 H 11	1475
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000004726	DARMSTADT, HLHB : 193	1490
LEXI000000008050	Ave verum corpus	TDRA000000001860	BRUSSEL, KB : IV 997	1425
LEXI000000004448	Augustinus	TDRA000000003685	BRUSSEL, KB : 3014-15	1450
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003851	BRUSSEL, KB : 12080	1485
LEXI000000004448	Augustinus	TDRA000000002521	SINT-PETERSBURG, BSS : Goll. O.I, 2	1470
LEXI000000005211	Ambrosius	TDRA000000007259	LÜBECK, SB : Theol. Germ. 64	0
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004389	LONDEN, BL : Add. 20729	1550
LEXI000000004659	Gregorius de Grote	TDRA000000001982	KEULEN, HA : W Sed. 39	0
LEXI000000004659	Gregorius de Grote	TDRA000000002036	BOEDAPEST, OSK : Holl. 6	1505
LEXI000000004786	O vrouwe der glorien, coninginne der bliscappen	TDRA000000001352	LEIDEN, UB : LTK 323	1475
LEXI000000005386	Johannes Gerson	TDRA000000008128	TILBURG, UB : KHS 19	1564
LEXI000000004448	Augustinus	TDRA000000007281	Olim WIEDER (Noordwijk) : z.s.	1570
LEXI000000004448	Augustinus	TDRA000000000506	UTRECHT, MCC : BMH 108	1512
LEXI000000004335	Salve misericordia Maria, aurora fulgens, stella matutina	TDRA000000006301	Olim LEUVEN, UB : G 218 (verloren)	0
LEXI000000004522	Bernardus van Clairvaux	TDRA000000001982	KEULEN, HA : W Sed. 39	0
LEXI000000005165	Gebed over het lijden van Jezus, geopenbaard aan paus Silvester	TDRA000000001353	LEIDEN, UB : LTK 324	1500
LEXI000000004732	O intemerata, berijmd	TDRA000000005898	BRUSSEL, KB : 15589-623	1406
LEXI000000004385	Meester Eckhart	TDRA000000001506	LEIDEN, UB : LTK 2055	1387
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004731	DARMSTADT, HLHB : 1936	1509
LEXI000000005762	Johannes de Hovedena	TDRA000000000530	TILBURG, UB : KHS 14	1515
LEXI000000005214	Hugo van Sint-Victor	TDRA000000011080	JASPERS (Aerdenhout) : z.s.	1440
LEXI000000005652	Thomas a Kempis: Orationes et meditationes de vita Christi	TDRA000000001697	BRUSSEL, KB : IV 196	1550
LEXI000000003698	Der leken spiegel	TDRA000000003108	'S-GRAVENHAGE, KB : 76 E 5	1374
LEXI000000005265	Franciscus van Assisi	TDRA000000007974	AMSTERDAM, BH : hs. 967	1512
LEXI000000004730	O intemerata, in proza	TDRA000000001350	LEIDEN, UB : LTK 321	1525
LEXI000000006942	gebedenkrans	TDRA000000001352	LEIDEN, UB : LTK 323	1475
LEXI000000004659	Gregorius de Grote	TDRA000000008147	PHILADELPHIA, FL : Lewis European 217	1550
LEXI000000004484	Leven van Henricus Suso	TDRA000000006259	Olim LEUVEN, UB : G 70 (verloren)	1487
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004372	LONDEN, BL : Add. 14042	1512
LEXI000000003936	De grote Der sielen troest	TDRA000000004781	DARMSTADT, HLHB : 2274	1439
LEXI000000004385	Meester Eckhart	TDRA000000004636	KOPENHAGEN, KB : Fabricius Oct. 96	1475
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000004728	DARMSTADT, HLHB : 1938	1520
LEXI000000009166	korte getijden van het H. Kruis	TDRA000000003851	BRUSSEL, KB : 12080	1485
LEXI000000004902	Hieronymus	TDRA000000005597	ANTWERPEN, SB : B 141155	1475
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004493	LONDEN, BL : Harley 914	1470
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004493	LONDEN, BL : Harley 914	1470
LEXI000000005152	Beda Venerabilis	TDRA000000007280	RIJSEL, BM : Olim 62	1450
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000001375	LEIDEN, UB : LTK 349	1425
LEXI000000004522	Bernardus van Clairvaux	TDRA000000006017	UTRECHT, MCC : s.o.	1545
LEXI000000004448	Augustinus	TDRA000000004478	OXFORD, BL : Canonici Liturg. 217	1487
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003749	BRUSSEL, KB : 4603	1460
LEXI000000021167	Des heiligen geest mantel	TDRA000000004112	BRUSSEL, KB : II 3490	1510
LEXI000000005152	Beda Venerabilis	TDRA000000007920	RIJSEL, BM : Olim 68	1450
LEXI000000004448	Augustinus	TDRA000000013233	EMDEN, GK : Qu. 76	1480
LEXI000000004669	Vincentius Ferrerius: Gebed tot de naam van Jezus	TDRA000000005597	ANTWERPEN, SB : B 141155	1475
LEXI000000004522	Bernardus van Clairvaux	TDRA000000001350	LEIDEN, UB : LTK 321	1525
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000000576	ROTTERDAM, GB : 96 G 5	1460
LEXI000000004659	Gregorius de Grote	TDRA000000005999	HARBURG, FBK : Maihingen I 4 Oct. 1	1480
LEXI000000004030	Horologium aeternae sapientiae	TDRA000000010200	AMSTERDAM, UB : VIII D 4	1487
LEXI000000004514	Tweede Eckbert van Schönau: Sermo de vita et passione Jesu Christi	TDRA000000003822	BRUSSEL, KB : 11171	1450
LEXI000000007269	Groeten tot Maria	TDRA000000001352	LEIDEN, UB : LTK 323	1475
LEXI000000004750	Anselmus van Canterbury	TDRA000000002806	LEEUWARDEN, PBF : 693 Hs.	1500
LEXI000000004448	Augustinus	TDRA000000003362	'S-GRAVENHAGE, KB : 133 F 1	1475
LEXI000000021266	Ons liefs heren passie	TDRA000000005898	BRUSSEL, KB : 15589-623	1406
LEXI000000006961	Ave tempel der Triniteit	TDRA000000007971	BRUSSEL, KB : IV 1137	1425
LEXI000000004522	Bernardus van Clairvaux	TDRA000000009589	BRUSSEL, KB : IV 1265	1450
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000000365	NIJMEGEN, UB : 316	1500
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003813	BRUSSEL, KB : 11059	1487
LEXI000000004274	Gerlach Peters: Soliloquium ignitum cum Deo	TDRA000000005088	KEULEN, HA : GB Oct. 55	0
LEXI000000005078	Gebed tot de vijf wonden van Christus op naam van Franciscus van Assisi	TDRA000000001349	LEIDEN, UB : LTK 320	1512
LEXI000000004812	Arnulf van Leuven: Salve meum salutare	TDRA000000001346	LEIDEN, UB : LTK 317	1500
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000002436	WENEN, ONB : Series Nova 12869	1450
LEXI000000007297	Ic bevele mijn doot inden bitteren doot ons lieven heren Jezus Christus	TDRA000000001354	LEIDEN, UB : LTK 325	1525
LEXI000000004659	Gregorius de Grote	TDRA000000000565	ROTTERDAM, GB : 96 F 6	1500
LEXI000000004448	Augustinus	TDRA000000004299	CAMBRIDGE, FM : 270	1550
LEXI000000005114	Onser liever vrouwen mantel	TDRA000000001349	LEIDEN, UB : LTK 320	1512
LEXI000000004374	Gerard Zerbolt van Zutphen: De spiritualibus ascensionibus	TDRA000000005163	UTRECHT, MCC : BMH 161	1475
LEXI000000005214	Hugo van Sint-Victor	TDRA000000005388	MÜNCHEN, BSB : Cgm 864	1500
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003697	BRUSSEL, KB : 3059	1549
LEXI000000004876	Hubertinus de Casale	TDRA000000008147	PHILADELPHIA, FL : Lewis European 217	1550
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004726	DARMSTADT, HLHB : 193	1490
LEXI000000004654	Gebed voor de eucharistie uit Henricus Suso: Büchlein der ewigen Weisheit	TDRA000000001346	LEIDEN, UB : LTK 317	1500
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003457	'S-GRAVENHAGE, KB : 73 G 29	1437
LEXI000000005200	O here Jhesu Criste die alle tijt voir onse sculde gheoffert werdes	TDRA000000001346	LEIDEN, UB : LTK 317	1500
LEXI000000004750	Anselmus van Canterbury	TDRA000000005597	ANTWERPEN, SB : B 141155	1475
LEXI000000023072	Zuchten en wenen van Maria	TDRA000000004709	DARMSTADT, HLHB : 1964	1475
LEXI000000004448	Augustinus	TDRA000000003396	'S-GRAVENHAGE, KB : 133 H 12	1545
LEXI000000004659	Gregorius de Grote	TDRA000000006028	BRYN MAWR, BMC : z.s.	1487
LEXI000000003327	Noordnederlandse vertaling van Nieuwe Testament en oud-testamentische perikopen	TDRA000000005253	UTRECHT, MCC : Warmond 92 A 16	1475
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000002188	SINT-PETERSBURG, BAN : O 255	1525
LEXI000000005114	Onser liever vrouwen mantel	TDRA000000002283	AMSTERDAM, UB : I G 15	1450
LEXI000000004522	Bernardus van Clairvaux	TDRA000000002749	'S-HEERENBERG, HB : 10	1462
LEXI000000006352	het gebed Ave salus mundi	TDRA000000000207	GENT, UB : 1353	1394
LEXI000000004522	Bernardus van Clairvaux	TDRA000000007290	SINT-TRUIDEN, IFG : B 66	0
LEXI000000004448	Augustinus	TDRA000000005597	ANTWERPEN, SB : B 141155	1475
LEXI000000004448	Augustinus	TDRA000000007741	MULHOUSE, SI : Coll. Weiss z.s.	1450
LEXI000000004652	Thomas van Aquino	TDRA000000001346	LEIDEN, UB : LTK 317	1500
LEXI000000004385	Meester Eckhart	TDRA000000007407	UDEN, MRK : s.o.	1530
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003991	BRUSSEL, KB : 22012	1552
LEXI000000004750	Anselmus van Canterbury	TDRA000000005642	ZUTPHEN, RAZ : 9	1449
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000006040	Olim LEUVEN, UB : D 380 (verloren)	1526
LEXI000000021669	stokregel O Schoone Maria staet my in staden	TDRA000000002937	BERLIJN, SBB-PK : Germ. Qu. 651	1524
LEXI000000004522	Bernardus van Clairvaux	TDRA000000006002	AMSTERDAM, BPH : ICN 158	1485
LEXI000000004750	Anselmus van Canterbury	TDRA000000000480	UTRECHT, MCC : BMH 60	1450
LEXI000000004522	Bernardus van Clairvaux	TDRA000000005983	DE VRIES (Fribourg) : 2	0
LEXI000000004522	Bernardus van Clairvaux	TDRA000000006017	UTRECHT, MCC : s.o.	1545
LEXI000000004530	Gebeden tot de lijdenswerktuigen van Christus op naam van Gregorius	TDRA000000002046	DRESDEN, SL : M 291	1500
LEXI000000023071	Drieëndertig vermaningen aan Jezus	TDRA000000001375	LEIDEN, UB : LTK 349	1425
LEXI000000009183	Regina celi letare	TDRA000000005973	Olim DE BOM (Antwerpen) : 2	1525
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000007459	OXFORD, BL : Dutch f 1	0
LEXI000000005265	Franciscus van Assisi	TDRA000000003457	'S-GRAVENHAGE, KB : 73 G 29	1437
LEXI000000004522	Bernardus van Clairvaux	TDRA000000000562	ROTTERDAM, GB : 96 F 1	1437
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000002521	SINT-PETERSBURG, BSS : Goll. O.I, 2	1470
LEXI000000022561	Ad te levavi animam meam	TDRA000000008001	Olim DE KERCKHOVE (Gent) : z.s.	1450
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000000509	UTRECHT, MCC : BMH 110	1501
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000000567	ROTTERDAM, GB : 96 E 6	1515
LEXI000000004522	Bernardus van Clairvaux	TDRA000000006028	BRYN MAWR, BMC : z.s.	1487
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003849	BRUSSEL, KB : 12078	1496
LEXI000000004029	Büchlein der ewigen Weisheit	TDRA000000003986	BRUSSEL, KB : 21953	1475
LEXI000000004448	Augustinus	TDRA000000007405	ROME, BAV : Vat. Lat. 9216	1450
LEXI000000004018	Profectus religiosorum	TDRA000000002231	AMSTERDAM, UB : I G 16	1412
LEXI000000004031	Henricus Suso: Horologium aeternae sapientiae	TDRA000000005966	PURMEREND, WA : MONNICKENDAM 155	1486
LEXI000000006436	O Alderhoochste god almachtich	TDRA000000009369	AMSTERDAM, BPH : BPH 82	1530
LEXI000000004485	Ludolf van Saksen: Vita Christi	TDRA000000006259	Olim LEUVEN, UB : G 70 (verloren)	1487
LEXI000000005329	Vijftien Pater Noster van de passie	TDRA000000001346	LEIDEN, UB : LTK 317	1500
LEXI000000006940	getijden van S. Maria	TDRA000000016138	Olim DE VOS (Scheldewindeke) : 1	1487
LEXI000000005386	Johannes Gerson	TDRA000000005671	BRUGGE, SB : 568	1450
LEXI000000004555	Bonaventura	TDRA000000001982	KEULEN, HA : W Sed. 39	0
LEXI000000022201	De zeven banden van Jezus	TDRA000000000509	UTRECHT, MCC : BMH 110	1501
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003703	BRUSSEL, KB : 3090	1550
LEXI000000004522	Bernardus van Clairvaux	TDRA000000004178	BRUSSEL, KB : II 5573	1523
LEXI000000004448	Augustinus	TDRA000000000566	ROTTERDAM, GB : 96 E 12	1515
LEXI000000004750	Anselmus van Canterbury	TDRA000000002268	AMSTERDAM, UB : I G 25	1465
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000003931	BRUSSEL, KB : 19551	1450
LEXI000000004041	Openbaringen van Birgitta van Zweden, ongespecificeerd	TDRA000000005388	MÜNCHEN, BSB : Cgm 864	1500
LEXI000000006942	gebedenkrans	TDRA000000001352	LEIDEN, UB : LTK 323	1475
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000006028	BRYN MAWR, BMC : z.s.	1487
LEXI000000006798	Sancte Herasme preciose martyr	TDRA000000005928	LEEUWARDEN, FM : Stamnr. 2453	1480
LEXI000000006942	gebedenkrans	TDRA000000001352	LEIDEN, UB : LTK 323	1475
LEXI000000004659	Gregorius de Grote	TDRA000000000509	UTRECHT, MCC : BMH 110	1501
LEXI000000004448	Augustinus	TDRA000000006045	Olim JALING (Utrecht) : z.s.	1520
LEXI000000004448	Augustinus	TDRA000000000291	GENT, UB : 2364	1450
LEXI000000004507	Stimulus amoris, ongespecificeerd	TDRA000000006150	LEUVEN, MSB : KULeuven, 74 Y 5	1480
LEXI000000004281	Mechtild van Hackeborn: Liber specialis gratiae	TDRA000000007457	GOOSSENS (Tilburg) : z.s.	1475
LEXI000000004522	Bernardus van Clairvaux	TDRA000000003986	BRUSSEL, KB : 21953	1475
LEXI000000004522	Bernardus van Clairvaux	TDRA000000006034	KARLSRUHE, BLB : 1307	1450
LEXI000000004031	Henricus Suso: Horologium aeternae sapientiae	TDRA000000004478	OXFORD, BL : Canonici Liturg. 217	1487
LEXI000000004448	Augustinus	TDRA000000004711	DARMSTADT, HLHB : 1918	1458
LEXI000000004659	Gregorius de Grote	TDRA000000006028	BRYN MAWR, BMC : z.s.	1487
LEXI000000004448	Augustinus	TDRA000000001446	ANTWERPEN, RG : Neerl. 17	1512
LEXI000000004448	Augustinus	TDRA000000004866	DARMSTADT, HLHB : 1093	1480
LEXI000000004882	Gregorius XI: Gebed tot de vijf wonden van Christus	TDRA000000000506	UTRECHT, MCC : BMH 108	1512
LEXI000000004750	Anselmus van Canterbury	TDRA000000005966	PURMEREND, WA : MONNICKENDAM 155	1486
LEXI000000004530	Gebeden tot de lijdenswerktuigen van Christus op naam van Gregorius	TDRA000000004209	BRUSSEL, KB : II 6907	1550
LEXI000000004478	Meditationum liber unus	TDRA000000003392	'S-GRAVENHAGE, KB : 131 E 30	1525
LEXI000000023055	gebed tot Jezus van Erasmus van Rotterdam	TDRA000000000571	ROTTERDAM, GB : 96 H 1	1520
LEXI000000004659	Gregorius de Grote	TDRA000000003395	'S-GRAVENHAGE, KB : 133 F 2	1526
LEXI000000004448	Augustinus	TDRA000000005663	BRUGGE, SB : 334	1450
